Name,Relevant,Subject category,Datatype,Target,Abstract Note,Author,DOI,Item Type,Key,Publication Year,from,match
ROAD ACCIDENT ANALYSIS USING MACHINE LEARNING,NO,,,,… Here we have compared various machine learning methods for Road Accident Analysis .… ) • Data Cleaning and Processing: Once the data is collected by applying some data cleaning …,"Sripuram, A; Jayasree, T; Vaishnavi, T; Reddy, VR; ...",,journalArticle,43XD54QY,0,,1
Neural networks algorithm to inquire previous preeclampsia factors in women with chronic hypertension during pregnancy in childbirth process,NO,,,,"… In this study, results from Neural Network (NN) were … We use machine learning tool collaboration with Rapidminer … to obtain quality data by applying data cleaning using RapidMiner …","Tahir, M; Badriyah, T; Syarif, I",,journalArticle,U6SQKPI9,2018,,1
IJDIWC,NO,,,,… the area of machine learning. We have applied different machine learning and natural language … Once data cleansing step was done we focused our efforts in building a more accurate …,"ADOPTING, ATOHBY",,journalArticle,R6HQECC2,2016,,1
Automatic Weighted Matching Rectifying Rule Discovery for Data Repairing,NO,,,,"… Machine Learning are also employed by some data repairing methods, such as [28,29]. These methods are particulary supervised since they require training data and rely on the …","Ahmad, HA; Wang, H",,journalArticle,BWD4RAD5,2019,,1
"Deep learning for automatic tumor delineation of anal cancer based on MRI, PET and CT images",NO,,,,"… was performed using a deep learning approach by sentiment … Furthermore, data cleaning was performed in order to … the effects of regularization and data cleaning were explored. The …","Kaushal, CK",,journalArticle,XY2TNLSE,2019,,1
Cloud computing and data mining application in enterprise profitability analysis based on the perspective of cash flow,NO,,,,"… artificial neural network to process information through the information on the neural network … Data cleaning: data cleaning is to fill the vacancy in the data, the elimination of noise data, …","Zhang, L; Yang, X; Sang, C",,journalArticle,MQXWKGS2,2016,,1
CounterMiner: Mining Big Performance Data from Hardware Counters,NO,,,,"Modern processors typically provide a small number of hardware performance counters to capture a large number of microarchitecture events. These counters can easily generate a huge amount (e.g., GB or TB per day) of data, which we call big performance data in cloud computing platforms with more than thousands of servers and millions of complex workloads running in a ""24/7/365"" manner. The big performance data provides a precious foundation for root cause analysis of performance bottlenecks, architecture and compiler optimization, and many more. However, it is challenging to extract value from the big performance data due to: 1) the many unperceivable errors (e.g., outliers and missing values); and 2) the difficulty of obtaining insights, e.g., relating events to performance. In this paper, we propose CounterMiner, a rigorous methodology that enables the measurement and understanding of big performance data by using data mining and machine learning techniques. It includes three novel components: 1) using data cleaning to improve data quality by replacing outliers and filling in missing values; 2) iteratively quantifying, ranking, and pruning events based on their importance with respect to performance; 3) quantifying interaction intensity between two events by residual variance. We use sixteen benchmarks (eight from CloudSuite and eight from the Spark version of HiBench) to evaluate CounterMiner. The experimental results show that CounterMiner reduces the average error from 28.3% to 7.7% when multiplexing 10 events on 4 hardware counters. We also conduct a real-world case study, showing that identifying important configuration parameters of Spark programs by event importance is much faster than directly ranking the importance of these parameters.",Y. Lv; B. Sun; Q. Luo; J. Wang; Z. Yu; X. Qian,10.1109/MICRO.2018.00056,conferencePaper,EPUL6U5W,2018,,1
Analysis of Data Cleaning Techniques for Electrical Energy Consumption of a Public Building,Specific,,,,"Statistical Techniques and Artificial Intelligence are becoming much more a necessity in a fastened world rather than just a theoretical use case. In order to satisfy this need, the optimization process starts with data collecting and cleaning. The aim of this paper is to provide a short overview of the outlier detection methods and to explain the need for data cleaning in the field of energy consumption by analyzing the energetic profile data from the Technical University of Cluj-Napoca's swimming complex. In the first and second parts of the article, a short overview of cleaning methods are presented. The third part compares the efficiency of the proposed methods. Finally, but not least the fourth part of the article is dedicated to conclusions and future work.","Jurj, DI; Micu, DD; Czumbil, L; Berciu, AG; Lancrajan, M; Barar, DM; IEEE",,conferencePaper,YN8CB37N,2020,,1
Using trusted data to train deep networks on labels corrupted by severe noise,NO,,,,"… important property of supervised learning models. With the advent of deep learning, the need … [26] use human-verified labels to train a label cleaning network by estimating the residuals …","Hendrycks, D; Mazeika, M; Wilson, D; ...",,journalArticle,GH5DTGSU,2018,,1
Uncertainty-aware self-training for text classification with few labels,NO,,,,"… In this work, we study self-training as one of the earliest semi-supervised learning … Confident learning. In this, we remove confident learning from the UST framework. Therefore…","Mukherjee, S; Awadallah, AH",,journalArticle,DATJ2RAW,2020,,1
