Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,match_criteria
J5KHRYNX,journalArticle,2022.0,"Nithisha, MD; Sri, BD; Sahithi, PL; ...",Unfair Review Detection on Amazon Reviews Using Sentiment Analysis,… and Networking: Select …,,,,https://books.google.com/books?hl=en&lr=&id=3XxlEAAAQBAJ&oi=fnd&pg=PA295&dq=%22machine+learning%22%7C%22deep+learning%22%7C%22neural+network%22%7C%22reinforcement+learning%22%7C%22supervised%22%7C%22unsupervised%22+%22data+cleaning%22%7C%22data+cleansing%22%7C%22data+scrubbing%22%7C%22data+repairing%22%7C%22data+repair%22%7C%22error+repair%22&ots=uTgBOX3fJc&sig=xH-f1MwI7GzP30TnWW4cvqPgUCA,… presents two supervised machine learning and deep learning … Data Cleaning is the phase of data preprocessing in which … Amazon product dataset needs data cleaning because some …,2022,2022-07-29 20:15:17,2022-07-29 20:15:17,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: books.google.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TFI25M52,journalArticle,,"Kim, J; Oh, S; Kim, H; Choi, W",Tutorial on Time Series Prediction Using 1d-Cnn and Bilstm: A Case Example of Peak Electricity Demand and System Marginal Price Prediction,Available at SSRN 4165241,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4165241,"… out in various industries, deep learning technology still has a … on time series prediction using a deep learning-based model. The … In this section, the overall data cleaning theory is not …",,2022-07-29 20:15:18,2022-07-29 20:15:18,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: papers.ssrn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
U7BJVWJN,journalArticle,2022.0,"Wu, J; D'Ambrosi, S; Ammann, L; ...",Predicting chemical hazard across taxa through machine learning,Environment …,,,,https://www.sciencedirect.com/science/article/pii/S0160412022001106,"… a succession of unsupervised and supervised learning, … We compare several standard machine learning models with … Our code for data cleaning and for model training and testing …",2022,2022-07-29 20:15:18,2022-07-29 20:15:18,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
RR9C9CEE,journalArticle,,"Vega-Oliveros, DA; Nascimento, J; Lavi, B; ...",Real-World-Events Data Sanitization Through Ultra-Small Labeled Datasets and Graph Fusion,"José and Lavi, Bahram …",,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4091163,… requires a great deal of data cleaning and filtering out what … supervised feature fusion method and execute the classification process. We did not consider any single feature supervised …,,2022-07-29 20:15:18,2022-07-31 15:13:45,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: papers.ssrn.com,,,,Data handling; Deep learning; Classification (of information); Large dataset; Social networking (online); Supervised learning; Energy efficiency; Disasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
I4LT5XAQ,journalArticle,,"Ruchitha, M; Campus, JK; Jain, B; Savant, P",IPL WINNER PREDICTION USING ML ALGORITHMS,ijeast.com,,,,"https://www.ijeast.com/papers/104-107,Tesma609,IJEAST.pdf","… So, in this research, we use various supervised learning … examples of supervised techniques utilized in this research. … genuine values is known as data cleaning. The data sets gathered …",,2022-07-29 20:15:18,2022-07-29 20:15:18,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KYK47W7R,journalArticle,2022.0,"Xiao, Z; Gang, W; Yuan, J; Chen, Z; Li, J; Wang, X; ...",Impacts of data preprocessing and selection on energy consumption prediction model of HVAC systems based on deep learning,Energy and …,,,,https://www.sciencedirect.com/science/article/pii/S0378778822000032,"… should be preprocessed before being applied to machine learning models to ensure model … methods such as data cleaning, normalization and smoothing. Data cleaning is a process to …",2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
84X67A76,journalArticle,2022.0,"MIKE, K; HAZZAN, O",MACHINE LEARNING FOR NON-MAJORS: A WHITE BOX APPROACH,Statistics Education Research Journal,,,,https://iase-web.org/ojs/SERJ/article/view/45,"… This paper focuses on teaching machine learning (ML) to graduate psychology students. … and these include data acquisition, data cleaning and tidying, exploratory data analysis and …",2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: iase-web.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6CPR9K5U,journalArticle,2022.0,"Aloqaily, M; Kanhere, S; Bellavista, P; ...",Special Issue on Cybersecurity Management in the Era of AI,Journal of Network and …,,,10.1007/s10922-022-09659-3,https://link.springer.com/article/10.1007/s10922-022-09659-3,… -supervised technique benefits from the unsupervised pre-… intrusion detection approaches using Machine Learning (ML) … Intelligence (XAI) and data cleaning techniques to improve the …,2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TZMT85LY,journalArticle,2022.0,"Korchani, B; Sethom, K",Machine Learning for Student QoE Prediction in Mobile Learning During COVID-19,International Conference on Advanced Information …,,,10.1007/978-3-030-99619-2_2,https://link.springer.com/chapter/10.1007/978-3-030-99619-2_2,… It requires less data cleaning and is not influenced by outliers and multicollinearity to some … Support Vector Machines (SVM) is a supervised machine learning algorithm which can be …,2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
JEGKPBN4,journalArticle,2022.0,"Liu, L; Zhou, B; Yi, X",A PILOT STUDY OF URBAN POI MAPPING USING CROWDSOURCED STREET-LEVEL IMAGERY AND DEEP LEARNING,The International Archives of …,,,,https://search.proquest.com/openview/7c94cd5a9d62c2a7b97a7c3af0c9f115/1?pq-origsite=gscholar&cbl=2037674,"… Finally, data cleaning was performed to obtain POI data. The overall workflow of the … In this paper, a deep learning-based approach was presented for urban POI mapping using street-…",2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: search.proquest.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
H3SXJW5M,journalArticle,2022.0,"Sholahudin, S; Kurniawan, A; ...",Backpropagation and Radial Basis Function Methods for Predicting Rainfall in Sukabumi City Using Artificial Neural Networks: A Comparative Analysis,FIDELITY: Jurnal …,,,,https://fidelity.nusaputra.ac.id/article/view/69,… Hence an artificial neural network approach is used in this study. Hope improves the accuracy of … Data cleansing is sometimes referred to as data scrubbing and data cleansing. …,2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: fidelity.nusaputra.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
5NQVSKVV,journalArticle,2022.0,"Adinata, FD; Arifin, J",Klasifikasi Jenis Kelamin Wajah Bermasker Menggunakan Algoritma Supervised Learning,JURNAL MEDIA INFORMATIKA …,,,,http://ejurnal.stmik-budidarma.ac.id/index.php/mib/article/view/3377,… Pada gambar 4 menunjukkan hasil data cleansing dan pre-processing pada citra wajah … peneliti tim Google yang berbasis deep learning Convolutional Neural Network (CNN). FaceNet …,2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ejurnal.stmik-budidarma.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZQU3WR6G,journalArticle,2022.0,"Maharani, AP; Triayudi, A","Sentiment Analysis of Indonesian Digital Payment Customer Satisfaction Towards GOPAY, DANA, and ShopeePay Using Naïve Bayes and K-Nearest Neighbour …",JURNAL MEDIA …,,,,http://ejurnal.stmik-budidarma.ac.id/index.php/mib/article/view/3545,"… through several preparation stages, including data crawling, data cleaning, feature selection, and classification with two machine learning approaches (K-Nearest Neighbour and Naïve …",2022,2022-07-29 20:15:19,2022-07-29 20:15:19,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ejurnal.stmik-budidarma.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
U337YUQJ,journalArticle,2022.0,"Pangaribuan, JJ; Angkasa, V",KOMPARASI TINGKAT AKURASI RANDOM FOREST DAN KNN UNTUK MENDIAGNOSIS PENYAKIT KANKER PAYUDARA,Journal Information System …,,,,https://ejournal.medan.uph.edu/index.php/ISD/article/view/503,… Untuk data cleaning hanya perlu menghapus kolom “id” dan “Unnamed: 32”. Serta … untuk penelitian ini memiliki tujuan untuk membangun model machine learning lalu model …,2022,2022-07-29 20:15:20,2022-07-29 20:15:20,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ejournal.medan.uph.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
9V8LGTIY,journalArticle,2016.0,"Krishnan, S; Wang, J; Wu, E; Franklin, MJ; ...",Activeclean: Interactive data cleaning for statistical modeling,Proceedings of the …,,,10.14778/2994509.2994514,https://dl.acm.org/doi/abs/10.14778/2994509.2994514,"… This class is restricted to supervised Machine Learning, and the result of the minimization is … data cleaning operations that are applied record-by-record. That is, the data cleaning can be …",2016,2022-07-29 20:15:43,2022-07-29 20:15:43,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
N6YC3FJW,journalArticle,2017.0,"Gangurde, R; Kumar, B; Gore, SD",Optimized predictive model using artificial neural network for market basket analysis,Computer Science and …,,,,https://www.researchgate.net/profile/Dr-Binod-Kumar/publication/321161268_Optimized_Predictive_Model_using_Artificial_Neural_Network_for_Market_Basket_Analysis/links/5a1277250f7e9bd1b2c10449/Optimized-Predictive-Model-using-Artificial-Neural-Network-for-Market-Basket-Analysis.pdf,… MBA by using data cleaning and neural network approach. Our designed data cleaning method helps to … Secondly unsupervised machine learning based MBA model based on artificial …,2017,2022-07-29 20:15:43,2022-07-31 04:59:33,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: researchgate.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
N92C6GUG,journalArticle,2016.0,"Li, X; Liu, H; Du, X; Zhang, P; Hu, G; Xie, G; ...",Integrated machine learning approaches for predicting ischemic stroke and thromboembolism in atrial fibrillation,AMIA Annual …,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5333223/,"… machine learning and data mining approaches to build TE prediction models for AF patients. We first performed data cleansing and … Finally, we applied different categories of supervised …",2016,2022-07-29 20:15:44,2022-07-29 20:15:44,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3WSHV6KG,journalArticle,2017.0,"Krishnan, S",RLEX: Saftey and Data Quality in Reinforcement Learning-based and Adaptive Systems.,CIDR,,,,http://www.cidrdb.org/cidr2017/gongshow/abstracts/cidr2017_92.pdf,"… So far, the database community has largely built systems to support only supervised learning… We argue that this problem is analogous to data cleaning. In data cleaning, a inconsistent re…",2017,2022-07-29 20:15:44,2022-07-31 04:32:41,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: cidrdb.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
QTAN54IG,book,2017.0,"Nirtl, M",Sophisticated ESP Sensor Data Analysis and Failure Classification,,,,,https://pure.unileoben.ac.at/portal/en/publications/sophisticated-esp-sensor-data-analysis-and-failure-classification(19877534-2a67-4757-a028-997c24016b48).html?customType=theses,"… In order to obtain a clean data set for machine learning, data cleansing including different types of filtering operations was applied. Techniques included: outlier removal, time stamp …",2017,2022-07-29 20:15:44,2022-07-31 15:14:44,,,,,,,,,,Query date: 2022-07-29 14:04:00,,,pure.unileoben.ac.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HRIJXIS6,journalArticle,2016.0,"Megler, VM; Tufte, K; Maier, D",Improving data quality in intelligent transportation systems,arXiv preprint arXiv:1602.03100,,,,https://arxiv.org/abs/1602.03100,"… data cleaning methodologies and the integration of those methodologies into the prediction of travel times. We use machine learning … simple, rule-based data cleaning. We report on the …",2016,2022-07-29 20:15:45,2022-07-29 20:15:45,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ERHY2BEX,book,2017.0,"Wansink, JD",The potential of advanced data analytics using machine learning to increase overall equipment effectiveness in an underground mining operation,,,,,https://repository.tudelft.nl/islandora/object/uuid:7f80e883-936c-4abe-ac4b-2c5c15e9cb1f,… This thesis explores the potential of data analytics and machine learning to increase … After extensive data cleaning and preparation various machine learning algorithms adopted …,2017,2022-07-29 20:15:45,2022-07-31 04:00:08,,,,,,,,,,Query date: 2022-07-29 14:04:00,,,repository.tudelft.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UVR72BJY,journalArticle,2017.0,"Berrada, LM; Deghan, A; Marchand, DG; ...",Application of machine-learning methods for identification of cognitive markers of dementia in REM sleep behavior disorder,Sleep …,,,,https://www.researchgate.net/profile/Loubna-Mekki-Berrada/publication/322154137_Application_of_machine-learning_methods_for_identification_of_cognitive_markers_of_dementia_in_REM_sleep_behavior_disorder/links/5c939e81299bf111693e1d27/Application-of-machine-learning-methods-for-identification-of-cognitive-markers-of-dementia-in-REM-sleep-behavior-disorder.pdf,"… We aimed to apply machinelearning methods on this sample to … A supervised learning approach was implemented using an … for each one, a data cleaning, and permutation tests were …",2017,2022-07-29 20:15:45,2022-07-31 03:28:22,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: researchgate.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
I32E5C3E,journalArticle,2016.0,"Al-janabi, S; Janicki, R",A density-based data cleaning approach for deduplication with data consistency and accuracy,2016 SAI Computing Conference (SAI),,,,https://ieeexplore.ieee.org/abstract/document/7556026/,… ] and unsupervised learning techniques [30] tried to solve the drawbacks of the supervised … Another data repair approach that deals with consistency and accuracy which is also based …,2016,2022-07-29 20:15:45,2022-07-29 20:15:45,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
PIAVYGW6,journalArticle,2017.0,"Yuh-Jyh, H; Jia-Ying, S; Tien-Hsiung, K",Predicting Postoperative Nausea and Vomiting Under Patient-Controlled Analgesia Medication: A Study of Machine Learning Approaches,Primary Health Care: Open …,,,,https://www.iomcworld.org/open-access/predicting-postoperative-nausea-and-vomiting-under-patientcontrolled-analgesia-medication-a-study-of-machine-learning-ap-47028.html,"… Experiemnt of data cleaning … makes the machine learning task an imbalanced classification problem. In this study, we proposed to apply a neighborhood-based data cleaning method to …",2017,2022-07-29 20:15:45,2022-07-31 04:44:09,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: iomcworld.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
EZAPQ62S,book,2017.0,"Ciaburro, G",MATLAB for machine learning,,,,,https://books.google.com/books?hl=en&lr=&id=gJZGDwAAQBAJ&oi=fnd&pg=PP1&dq=%22machine+learning%22%7C%22deep+learning%22%7C%22neural+network%22%7C%22reinforcement+learning%22%7C%22supervised%22%7C%22unsupervised%22+%22data+cleaning%22%7C%22data+cleansing%22%7C%22data+scrubbing%22%7C%22data+repairing%22%7C%22data+repair%22%7C%22error+repair%22&ots=hXsgCWmmRQ&sig=b4gLRPW2RkeBKBgP18p0hFgfEdQ,"… system ready with t he MATLAB environment for machine learning and you'll see how to … on to data cleansing, mining and analyzing various data types in machine learning and you'll …",2017,2022-07-29 20:15:45,2022-07-31 05:23:02,,,,,,,,,,Query date: 2022-07-29 14:04:00,,,books.google.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
C9QF5G5H,journalArticle,2017.0,"Wang, Z; Liang, M; Delahaye, D",Short-term 4d trajectory prediction using machine learning methods,Proc. SID,,,,http://www.sesarju.eu/sites/default/files/documents/sid/2017/SIDs_2017_paper_11.pdf,"… model, which combines the different machine learning techniques to address the problem of … and machine learning part. The preprocessing part contains several steps: data cleaning, …",2017,2022-07-29 20:15:45,2022-07-31 04:21:50,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: sesarju.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4SFLEV64,journalArticle,2016.0,"Sumarsono, A; Du, Q",Low-rank subspace representation for supervised and unsupervised classification of hyperspectral imagery,IEEE Journal of Selected Topics in …,,,,https://ieeexplore.ieee.org/abstract/document/7471412/,"… for data cleaning due to the nature of remotely sensed hyperspectral pixels occupying multiple subspaces instead of a single subspace. In this paper, supervised and unsupervised …",2016,2022-07-29 20:15:45,2022-07-29 20:15:45,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ARLEFBHE,journalArticle,2016.0,"Zhang, M; Liu, K; Yu, H; Yu, J",Short-term Forecasting Method of Air Traffic Flow based Neural Network Ensemble,2016 2nd Workshop on Advanced …,,,,https://www.atlantis-press.com/proceedings/wartia-16/25855894,"… Ensemble Forecasting Based On Data Cleaning This research used MATLAB to … the data cleaning of outliers that did not meet the threshold, the sample data sets and neural network …",2016,2022-07-29 20:15:46,2022-07-29 20:15:46,,,,Query date: 2022-07-29 14:04:00,,,,,,,,,,,,,,,,,,Publisher: atlantis-press.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
